PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_ABBREVIATION,AGE,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,OFF_RATING,DEF_RATING,NET_RATING,AST_PCT,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,USG_PCT,PACE,PIE,PTS_STD,REB_STD,AST_STD,STL_STD,BLK_STD,FG_PCT_STD,FG3_PCT_STD,MIN_STD,GAMES_LOGGED
1628991,Jaren Jackson Jr.,1610612763,MEM,26.0,4,2,2,0.5,25.6,6.0,12.0,0.5,1.0,3.5,0.286,4.5,5.0,0.9,0.5,4.5,5.0,0.8,2.3,0.5,1.8,0.3,4.3,4.3,17.5,-3.3,109.2,116.4,-7.2,0.048,4.3,0.019,0.165,0.093,13.0,0.542,0.616,0.262,106.81,0.1,1.2909944487358056,2.943920288775949,0.5,0.5773502691896257,2.8722813232690143,0.04135516896350444,0.2754711116130571,3.415650255319866,4
1630241,Sam Merrill,1610612739,CLE,29.0,4,3,1,0.75,25.8,5.3,10.0,0.525,4.5,8.8,0.514,2.3,2.3,1.0,0.8,1.3,2.0,2.0,1.3,0.8,0.3,0.0,3.5,3.5,17.3,10.8,121.3,102.2,19.1,0.108,14.0,0.03,0.045,0.038,8.8,0.75,0.785,0.191,107.4,0.116,4.645786621588784,1.1547005383792515,2.0,0.9574271077563381,0.5,0.050833060108555324,0.06494099886307056,5.259911279353167,4
1626157,Karl-Anthony Towns,1610612752,NYK,29.0,4,2,2,0.5,33.8,4.8,13.5,0.352,1.8,5.3,0.333,5.8,6.8,0.852,3.3,10.3,13.5,2.0,3.5,0.8,1.0,1.0,4.0,5.5,17.0,2.5,112.2,108.7,3.5,0.089,9.2,0.086,0.313,0.191,16.1,0.417,0.516,0.237,101.81,0.109,7.52772652709081,3.1091263510296048,0.816496580927726,0.5,0.816496580927726,0.1222129289396175,0.2765361640002985,2.217355782608345,4
1629023,P.J. Washington,1610612742,DAL,27.0,4,1,3,0.25,34.6,6.5,12.3,0.531,1.8,4.0,0.438,2.0,3.5,0.571,1.3,6.3,7.5,2.5,3.3,1.0,0.8,0.5,2.3,3.0,16.8,-10.0,99.0,111.7,-12.7,0.123,13.2,0.033,0.179,0.103,17.1,0.602,0.607,0.199,103.59,0.108,1.2583057392117916,1.9148542155126762,1.9148542155126762,0.816496580927726,0.5,0.08935696204922518,0.14807430567117308,4.795831523312719,4
1630170,Devin Vassell,1610612759,SAS,25.0,4,4,0,1.0,34.1,6.3,13.8,0.455,3.3,7.5,0.433,1.0,1.5,0.667,0.5,3.0,3.5,2.8,2.3,1.5,0.0,0.0,2.3,1.0,16.8,19.8,125.0,98.9,26.1,0.107,14.5,0.017,0.078,0.052,11.8,0.573,0.581,0.198,99.2,0.089,4.349329450233296,1.0,2.0615528128088303,0.5773502691896257,0.0,0.04342426357080414,0.1803318699879013,4.546060565661952,4
1631101,Shaedon Sharpe,1610612757,POR,22.0,4,2,2,0.5,28.7,5.8,18.8,0.307,1.3,7.5,0.167,4.0,4.0,1.0,1.5,3.0,4.5,2.0,4.3,2.0,0.0,1.5,2.0,3.0,16.8,4.0,111.4,104.5,6.9,0.103,7.5,0.044,0.118,0.076,15.9,0.34,0.408,0.314,110.27,0.044,1.707825127659933,2.0816659994661326,1.4142135623730951,1.4142135623730951,0.0,0.053705989734231074,0.1387668908637792,2.8722813232690143,4
1631117,Walker Kessler,1610612762,UTA,24.0,3,2,1,0.667,31.2,5.7,6.7,0.85,1.0,1.3,0.75,4.3,5.7,0.765,4.0,5.7,9.7,3.3,3.3,1.7,2.7,0.3,4.7,3.3,16.7,7.0,129.6,118.9,10.7,0.152,20.8,0.148,0.172,0.161,20.8,0.925,0.91,0.173,95.04,0.15,11.930353445448855,1.1547005383792517,1.1547005383792515,1.5275252316519465,2.3094010767585034,0.14433756729740646,0.5,3.2145502536643185,3
1630245,Ayo Dosunmu,1610612741,CHI,25.0,3,3,0,1.0,26.7,6.3,11.3,0.559,3.0,5.0,0.6,1.0,1.3,0.75,0.7,2.3,3.0,2.0,0.7,0.0,0.0,0.7,1.3,0.7,16.7,4.3,114.8,107.4,7.4,0.115,13.6,0.026,0.078,0.054,4.5,0.691,0.699,0.189,105.45,0.123,3.7859388972001824,2.0,0.0,0.0,0.0,0.1370413562882874,0.1828833872535538,0.0,3
1628401,Derrick White,1610612738,BOS,31.0,4,1,3,0.25,34.1,5.8,17.5,0.329,2.8,11.0,0.25,2.3,2.5,0.9,0.5,3.0,3.5,4.5,0.8,1.5,1.3,1.5,2.3,3.8,16.5,7.3,118.0,107.2,10.8,0.188,18.9,0.013,0.077,0.046,3.2,0.407,0.444,0.237,97.91,0.095,5.972157622389639,0.5773502691896257,1.7320508075688772,1.7320508075688772,1.2583057392117916,0.03578174581170309,0.08838693342344218,2.581988897471611,4
1629060,Rui Hachimura,1610612747,LAL,27.0,4,2,2,0.5,36.0,6.5,10.3,0.634,1.8,4.0,0.438,1.8,2.5,0.7,0.5,3.3,3.8,1.5,1.5,0.5,0.3,0.3,2.0,1.5,16.5,0.5,113.9,114.0,-0.1,0.061,10.5,0.016,0.083,0.054,10.5,0.72,0.727,0.146,105.06,0.09,5.802298395176403,1.707825127659933,1.2909944487358056,1.0,0.5,0.13828804479539558,0.23804761428476165,3.304037933599835,4
1642907,Cedric Coward,1610612763,MEM,22.0,4,2,2,0.5,23.3,5.8,8.3,0.697,2.3,3.5,0.643,2.8,3.0,0.917,0.8,3.0,3.8,2.3,0.3,1.3,0.5,0.3,2.0,1.8,16.5,12.5,123.0,100.0,23.0,0.136,18.8,0.031,0.109,0.073,2.1,0.833,0.862,0.162,109.31,0.173,7.593857166596345,1.707825127659933,1.2583057392117916,0.9574271077563381,0.5773502691896257,0.19024786463979035,0.41635992042142256,1.5,4
203954,Joel Embiid,1610612755,PHI,31.0,3,3,0,1.0,21.1,5.7,12.3,0.459,2.0,5.3,0.375,3.0,4.3,0.692,1.3,3.7,5.0,3.7,2.3,0.7,0.7,0.3,2.0,3.3,16.3,-3.0,126.3,135.8,-9.5,0.262,18.0,0.066,0.169,0.119,11.5,0.541,0.574,0.327,102.51,0.12,10.96965511460289,2.6457513110645907,1.5275252316519465,1.1547005383792517,0.5773502691896258,0.2774280687553683,0.2886751345948129,1.7320508075688772,3
1630228,Jonathan Kuminga,1610612744,GSW,23.0,5,4,1,0.8,30.2,5.8,10.8,0.537,1.4,3.2,0.438,3.2,4.2,0.762,2.2,5.2,7.4,3.4,2.4,0.8,0.2,0.6,2.8,3.0,16.2,5.0,123.1,114.6,8.5,0.157,18.5,0.079,0.178,0.129,13.0,0.602,0.64,0.209,102.07,0.109,5.805170109479997,2.3021728866442674,1.8165902124584952,0.8366600265340756,0.44721359549995804,0.10294561671096056,0.2609651317705107,5.019960159204453,5
1630183,Jaden McDaniels,1610612750,MIN,25.0,4,2,2,0.5,31.7,6.0,13.3,0.453,1.3,4.3,0.294,2.8,3.5,0.786,1.0,2.8,3.8,1.0,1.3,0.5,2.5,0.8,3.5,3.3,16.0,-7.5,112.1,123.9,-11.8,0.049,5.8,0.033,0.083,0.059,7.2,0.5,0.541,0.221,100.28,0.069,6.97614984548545,1.5,0.816496580927726,0.5773502691896257,1.2909944487358056,0.16532064803486182,0.32179341198974226,4.123105625617661,4
1630168,Onyeka Okongwu,1610612737,ATL,24.0,4,1,3,0.25,31.7,6.5,11.3,0.578,1.3,3.3,0.385,1.8,3.0,0.583,1.0,7.0,8.0,2.5,0.5,0.8,1.3,0.0,3.3,2.8,16.0,-12.0,104.8,122.7,-17.8,0.135,16.1,0.03,0.217,0.122,3.2,0.633,0.636,0.177,101.78,0.128,3.366501646120693,3.6514837167011076,1.2909944487358056,0.5,1.2583057392117916,0.14390592992183007,0.20271326218742244,2.753785273643051,4
1642851,Kon Knueppel,1610612766,CHA,20.0,4,2,2,0.5,29.5,5.8,11.0,0.523,4.0,7.5,0.533,0.5,1.0,0.5,0.5,3.8,4.3,2.0,2.0,0.5,0.0,0.8,2.5,1.3,16.0,5.0,118.5,110.9,7.5,0.089,12.9,0.017,0.121,0.07,12.9,0.705,0.699,0.179,107.91,0.092,4.242640687119285,1.5,1.4142135623730951,0.5773502691896257,0.0,0.10082327773551768,0.12991118761163978,4.349329450233296,4
1630202,Payton Pritchard,1610612738,BOS,27.0,4,1,3,0.25,34.4,5.8,13.8,0.418,1.5,7.3,0.207,2.8,3.5,0.786,1.8,4.0,5.8,5.0,1.3,1.0,0.0,0.5,2.3,2.8,15.8,5.5,117.4,109.6,7.8,0.208,23.3,0.045,0.097,0.072,5.8,0.473,0.515,0.199,98.34,0.116,5.560275772537426,2.9860788111948193,2.581988897471611,0.816496580927726,0.0,0.13580132547217644,0.07365007354601442,2.6457513110645907,4
1628370,Malik Monk,1610612758,SAC,27.0,4,1,3,0.25,24.6,5.5,10.8,0.512,3.0,5.5,0.545,1.8,2.0,0.875,0.0,1.3,1.3,2.8,1.0,1.3,1.0,0.5,2.5,3.0,15.8,3.0,109.3,104.2,5.1,0.167,17.7,0.0,0.047,0.024,6.5,0.651,0.677,0.212,104.64,0.129,4.9916597106239795,0.5,0.9574271077563381,0.9574271077563381,1.1547005383792515,0.056239813892532305,0.3359894591600556,2.6457513110645907,4
1629028,Deandre Ayton,1610612747,LAL,27.0,4,2,2,0.5,34.1,7.5,12.5,0.6,0.0,0.0,0.0,0.8,2.0,0.375,3.8,5.5,9.3,1.0,3.0,0.8,1.0,0.5,3.5,1.5,15.8,-2.8,114.8,118.6,-3.8,0.043,5.8,0.126,0.155,0.142,17.4,0.6,0.589,0.2,102.51,0.083,4.924428900898052,3.947573094109004,1.1547005383792515,0.9574271077563381,0.0,0.07673493337457196,0.0,2.362907813126304,4
1629638,Nickeil Alexander-Walker,1610612737,ATL,27.0,4,1,3,0.25,29.6,5.5,13.5,0.407,2.3,6.8,0.333,2.5,3.0,0.833,1.0,1.8,2.8,3.3,1.0,1.3,0.5,0.0,1.3,3.5,15.8,-8.5,107.4,119.8,-12.3,0.16,16.9,0.031,0.059,0.045,5.2,0.491,0.531,0.225,104.29,0.094,3.947573094109004,1.2583057392117916,0.9574271077563381,0.5,0.5773502691896257,0.20858970891840917,0.2625939514408764,1.2583057392117916,4
1627826,Ivica Zubac,1610612746,LAC,28.0,4,2,2,0.5,27.6,7.0,11.0,0.636,0.0,0.0,0.0,1.5,1.8,0.857,2.5,5.5,8.0,2.8,2.3,0.0,1.0,1.0,1.3,2.5,15.5,-3.0,114.0,121.4,-7.4,0.155,16.7,0.103,0.188,0.15,13.6,0.636,0.658,0.216,98.1,0.145,5.802298395176403,2.943920288775949,1.2583057392117916,0.0,0.816496580927726,0.048720290092185065,0.0,4.9916597106239795,4
1630193,Immanuel Quickley,1610612761,TOR,26.0,4,1,3,0.25,32.1,5.0,12.3,0.408,1.0,5.5,0.182,4.3,5.8,0.739,1.3,3.5,4.8,7.0,1.5,2.0,0.0,0.5,2.5,5.3,15.3,-4.8,111.6,117.1,-5.5,0.28,30.4,0.039,0.115,0.076,6.5,0.449,0.516,0.204,106.6,0.108,2.6299556396765835,1.707825127659933,1.4142135623730951,0.816496580927726,0.0,0.1060110057179599,0.21101875903972772,3.3166247903554,4
1631157,Ryan Rollins,1610612749,MIL,23.0,4,3,1,0.75,29.8,5.0,10.5,0.476,1.8,5.0,0.35,3.5,3.5,1.0,1.5,2.3,3.8,4.3,2.3,3.0,0.3,0.5,2.5,3.5,15.3,5.3,120.6,109.7,10.9,0.185,23.0,0.053,0.069,0.061,12.2,0.56,0.633,0.202,102.76,0.122,6.849574196011505,1.2583057392117916,2.6299556396765835,0.816496580927726,0.5,0.2064725566913595,0.4057982873300477,3.304037933599835,4
1629014,Anfernee Simons,1610612738,BOS,26.0,4,1,3,0.25,28.6,5.8,12.3,0.469,2.8,7.5,0.367,0.8,1.0,0.75,0.8,2.3,3.0,1.5,1.5,1.3,0.3,0.3,2.5,0.5,15.0,-4.5,108.2,115.0,-6.8,0.091,9.7,0.024,0.076,0.05,9.7,0.582,0.591,0.207,97.76,0.101,6.782329983125268,2.449489742783178,1.7320508075688772,1.2583057392117916,0.5,0.0636684118434461,0.09262604025506722,4.358898943540674,4
1642848,Tre Johnson,1610612764,WAS,19.0,4,1,3,0.25,26.8,5.5,12.3,0.449,2.8,7.0,0.393,1.0,1.0,1.0,1.3,2.3,3.5,2.0,1.3,0.3,0.8,0.0,2.5,1.0,14.8,-3.5,111.0,117.1,-6.2,0.104,12.5,0.041,0.079,0.059,7.8,0.561,0.581,0.204,109.77,0.077,3.2015621187164243,1.2909944487358056,0.0,0.5,0.5,0.07201157314395144,0.12355295760657993,1.5,4
1642844,Dylan Harper,1610612759,SAS,19.0,4,4,0,1.0,26.1,5.5,11.5,0.478,0.8,2.3,0.333,3.0,3.5,0.857,1.0,4.3,5.3,4.8,2.0,1.0,0.0,1.0,4.3,2.3,14.8,12.3,129.8,105.2,24.6,0.25,24.1,0.041,0.148,0.099,10.1,0.511,0.566,0.238,96.16,0.129,3.8622100754188224,0.9574271077563381,2.753785273643051,0.816496580927726,0.0,0.19630312444448422,0.24494897427831783,2.5,4
1630530,Trey Murphy III,1610612740,NOP,25.0,3,0,3,0.0,37.1,5.7,14.7,0.386,1.3,6.0,0.222,2.0,2.3,0.857,1.7,5.7,7.3,4.3,0.7,1.0,0.0,1.3,2.7,2.0,14.7,-6.7,104.2,112.7,-8.5,0.181,21.0,0.039,0.148,0.09,3.2,0.432,0.467,0.174,101.76,0.102,8.621678104251709,2.516611478423583,1.1547005383792517,1.7320508075688772,0.0,0.11762794452566674,0.18787318417840618,7.571877794400365,3
1629631,De'Andre Hunter,1610612739,CLE,27.0,2,2,0,1.0,25.5,5.0,12.0,0.417,1.5,5.0,0.3,3.0,4.0,0.75,1.0,3.5,4.5,4.0,1.5,0.5,0.0,0.5,3.5,4.5,14.5,4.0,112.1,100.9,11.2,0.276,21.1,0.036,0.119,0.078,7.9,0.479,0.527,0.242,102.44,0.109,2.1213203435596424,0.7071067811865476,2.8284271247461903,0.7071067811865476,0.0,0.06929646455628168,0.05868986283848346,2.1213203435596424,2
203952,Andrew Wiggins,1610612748,MIA,30.0,4,3,1,0.75,29.1,5.5,11.0,0.5,1.3,4.0,0.313,2.3,3.5,0.643,1.5,3.0,4.5,2.0,2.0,1.3,1.0,0.0,2.3,2.5,14.5,-4.3,108.2,115.8,-7.6,0.098,12.1,0.045,0.098,0.071,12.1,0.557,0.578,0.192,109.88,0.084,5.916079783099616,2.0816659994661326,0.816496580927726,1.2583057392117916,0.0,0.03693575503492518,0.2056493779875511,3.593976442141304,4
1641706,Brandon Miller,1610612766,CHA,22.0,2,1,1,0.5,19.9,5.0,12.5,0.4,1.0,5.5,0.182,3.5,5.0,0.7,0.0,0.0,0.0,4.0,1.5,0.5,0.5,0.0,2.5,3.0,14.5,1.0,123.3,120.9,2.3,0.286,20.0,0.0,0.0,0.0,7.5,0.44,0.493,0.333,103.89,0.067,14.849242404917497,0.0,4.242640687119285,0.7071067811865476,0.7071067811865476,0.062225396744416156,0.15697770542341355,15.556349186104045,2
1641709,Ausar Thompson,1610612765,DET,22.0,4,2,2,0.5,27.1,6.0,11.5,0.522,0.3,1.5,0.167,2.0,3.5,0.571,1.5,5.0,6.5,3.5,1.0,1.0,0.5,0.5,3.5,3.0,14.3,-1.3,112.6,115.3,-2.7,0.192,20.3,0.054,0.171,0.114,5.8,0.533,0.546,0.206,101.48,0.12,6.994045086119096,4.795831523312719,2.886751345948129,0.816496580927726,0.5773502691896257,0.08055846738032363,0.1665,9.486832980505138,4
203471,Dennis Schröder,1610612758,SAC,32.0,4,1,3,0.25,32.5,6.3,14.0,0.446,1.5,5.3,0.286,0.3,0.3,1.0,0.5,2.8,3.3,6.3,3.0,1.5,0.5,0.8,2.5,1.5,14.3,-10.3,105.1,118.3,-13.2,0.294,26.9,0.014,0.087,0.048,12.9,0.5,0.505,0.221,101.99,0.087,4.5,2.0615528128088303,4.272001872658765,0.5773502691896257,0.5773502691896257,0.046169073342805275,0.2114369488366055,2.0816659994661326,4
1628384,OG Anunoby,1610612752,NYK,28.0,4,2,2,0.5,34.2,4.8,12.8,0.373,2.8,8.5,0.324,2.0,2.8,0.727,1.5,5.5,7.0,2.3,2.3,2.3,0.8,1.0,2.8,1.8,14.3,4.5,111.7,104.8,6.9,0.1,12.2,0.04,0.162,0.098,12.2,0.48,0.51,0.192,102.57,0.084,6.849574196011505,5.033222956847166,1.8929694486000912,0.9574271077563381,0.5,0.11861562572724839,0.11472430721807245,4.041451884327381,4
1630598,Aaron Wiggins,1610612760,OKC,26.0,5,5,0,1.0,28.8,5.4,12.0,0.45,2.6,6.8,0.382,0.8,0.8,1.0,1.6,3.2,4.8,2.4,1.4,0.2,0.8,0.2,2.2,0.4,14.2,6.0,110.7,98.7,12.0,0.129,14.8,0.051,0.095,0.074,8.6,0.558,0.575,0.202,101.08,0.102,6.058052492344383,3.03315017762062,2.302172886644268,0.44721359549995804,1.3038404810405297,0.058679638717360906,0.1506811202506804,6.041522986797286,5
203114,Khris Middleton,1610612764,WAS,34.0,4,1,3,0.25,27.3,5.3,11.0,0.477,1.3,3.5,0.357,2.3,3.0,0.75,1.8,4.0,5.8,2.3,1.5,1.0,0.0,1.0,3.5,1.8,14.0,-5.3,107.4,117.5,-10.1,0.12,14.3,0.055,0.142,0.096,9.5,0.534,0.568,0.194,106.12,0.086,6.2182527020592095,3.095695936834452,0.9574271077563381,1.4142135623730951,0.0,0.18584671102820197,0.2516391265284475,5.066228051190222,4
1630167,Obi Toppin,1610612754,IND,27.0,3,0,3,0.0,27.4,5.0,12.0,0.417,1.0,5.7,0.176,3.0,3.0,1.0,1.0,5.7,6.7,1.7,2.0,1.0,0.0,0.7,2.3,1.7,14.0,-2.7,111.9,118.4,-6.5,0.093,9.8,0.032,0.181,0.107,11.8,0.458,0.526,0.232,102.54,0.102,5.5677643628300215,2.0816659994661326,1.5275252316519468,1.0,0.0,0.0578878225536252,0.1922576396401454,11.590225767142474,3
1628989,Kevin Huerter,1610612741,CHI,27.0,3,3,0,1.0,25.8,4.7,9.7,0.483,1.0,4.3,0.231,3.3,3.7,0.909,1.0,3.0,4.0,2.7,1.0,0.7,1.0,0.0,3.0,3.0,13.7,10.3,110.8,94.3,16.5,0.14,17.8,0.041,0.101,0.074,6.7,0.534,0.606,0.19,108.73,0.113,2.3094010767585034,3.605551275463989,3.0550504633038935,0.5773502691896258,1.0,0.21322601467300684,0.1922576396401454,4.163331998932265,3
1629018,Gary Trent Jr.,1610612749,MIL,26.0,4,3,1,0.75,28.2,4.8,11.3,0.422,3.0,8.5,0.353,1.0,1.8,0.571,0.0,2.3,2.3,2.8,1.0,1.3,0.0,0.0,3.0,1.5,13.5,-4.0,108.1,115.0,-6.9,0.141,17.5,0.0,0.078,0.039,6.3,0.556,0.562,0.192,104.82,0.069,6.244997998398398,1.707825127659933,0.9574271077563381,0.9574271077563381,0.0,0.12627582244172214,0.13688072666863416,2.943920288775949,4
1628386,Jarrett Allen,1610612739,CLE,27.0,4,3,1,0.75,27.5,4.8,8.3,0.576,0.0,0.3,0.0,4.0,5.5,0.727,1.5,5.8,7.3,2.0,1.8,1.5,0.3,1.3,1.8,5.3,13.5,12.5,119.7,100.4,19.3,0.096,13.8,0.058,0.189,0.128,12.1,0.576,0.633,0.182,105.86,0.141,8.850612031567836,2.8722813232690143,1.4142135623730951,0.5773502691896257,0.5,0.20001499943754217,0.0,2.217355782608345,4
1641708,Amen Thompson,1610612745,HOU,22.0,3,1,2,0.333,31.3,5.0,11.7,0.429,0.0,3.0,0.0,3.3,5.0,0.667,1.0,3.0,4.0,4.7,2.0,0.7,0.3,1.0,3.7,3.7,13.3,5.3,118.8,107.9,10.9,0.241,23.3,0.032,0.088,0.062,10.0,0.429,0.481,0.205,96.13,0.078,4.163331998932265,0.0,3.5118845842842465,0.5773502691896258,0.5773502691896258,0.13673697378543961,0.0,7.094598884597588,3
1631105,Jalen Duren,1610612765,DET,21.0,4,2,2,0.5,20.1,4.8,8.3,0.576,0.0,0.0,0.0,3.8,4.8,0.789,4.0,5.3,9.3,1.0,2.5,0.8,1.8,0.8,3.5,4.0,13.3,-2.8,102.9,108.0,-5.1,0.091,7.1,0.158,0.221,0.189,17.9,0.576,0.641,0.245,104.28,0.188,8.139410298049853,5.852349955359813,0.816496580927726,0.5,0.5,0.10411011798411655,0.0,6.551081335677848,4
203468,CJ McCollum,1610612764,WAS,34.0,4,1,3,0.25,33.0,4.5,14.0,0.321,1.8,6.8,0.259,2.5,3.3,0.769,1.0,2.8,3.8,5.0,1.0,0.5,0.0,0.8,2.3,2.0,13.3,-1.8,113.5,117.1,-3.6,0.187,23.5,0.027,0.08,0.052,4.7,0.384,0.429,0.193,106.95,0.055,7.88986691902975,2.6299556396765835,1.632993161855452,0.5773502691896257,0.0,0.06524568951279465,0.16500782809713402,4.96655480858378,4
1641824,Matas Buzelis,1610612741,CHI,21.0,3,3,0,1.0,26.2,4.7,10.3,0.452,0.7,4.0,0.167,3.3,4.0,0.833,1.3,3.3,4.7,1.3,2.0,0.3,1.0,0.3,3.7,2.3,13.3,-1.3,102.3,104.5,-2.3,0.082,8.9,0.048,0.105,0.079,13.3,0.484,0.551,0.204,108.21,0.072,9.29157324317757,1.5275252316519465,1.5275252316519465,0.5773502691896258,1.7320508075688772,0.19272000415109997,0.16512217698823295,12.165525060596439,3
1630200,Tre Jones,1610612741,CHI,25.0,3,3,0,1.0,30.5,4.3,8.3,0.52,1.3,2.3,0.571,3.0,4.0,0.75,1.0,3.3,4.3,8.3,2.3,3.3,0.3,1.0,2.7,5.0,13.0,7.3,118.6,110.0,8.6,0.342,39.7,0.034,0.101,0.069,11.1,0.6,0.644,0.164,106.14,0.133,1.0,3.055050463303893,0.5773502691896257,1.5275252316519468,0.5773502691896258,0.09923205127376941,0.28867513459481287,1.5275252316519465,3
1642843,Cooper Flagg,1610612742,DAL,18.0,4,1,3,0.25,31.6,4.8,12.5,0.38,1.0,3.8,0.267,2.5,2.5,1.0,0.5,4.8,5.3,2.5,2.0,1.0,0.5,0.8,2.8,3.8,13.0,-12.5,95.4,111.8,-16.4,0.123,13.9,0.014,0.136,0.076,11.1,0.42,0.478,0.197,108.57,0.07,8.86942313043338,3.4034296427770228,3.0,0.816496580927726,0.5773502691896257,0.19483048187249002,0.21335943850694772,2.5,4
1631323,Simone Fontecchio,1610612748,MIA,29.0,4,3,1,0.75,20.0,4.8,7.8,0.613,2.8,5.0,0.55,0.5,0.8,0.667,0.5,2.0,2.5,1.8,0.8,0.8,0.3,0.3,2.5,1.0,12.8,12.0,130.2,104.4,25.8,0.1,16.7,0.028,0.081,0.059,7.1,0.79,0.789,0.167,109.09,0.111,1.8929694486000912,1.9148542155126762,0.9574271077563381,0.9574271077563381,0.5,0.046454278597347735,0.1751349479687021,2.0,4
1631095,Jabari Smith Jr.,1610612745,HOU,22.0,3,1,2,0.333,35.2,4.7,12.0,0.389,2.0,6.0,0.333,1.3,1.3,1.0,1.3,3.7,5.0,0.7,0.7,1.3,0.3,1.0,2.7,1.3,12.7,5.0,117.2,109.5,7.7,0.03,4.8,0.038,0.096,0.069,4.8,0.472,0.503,0.159,95.19,0.072,2.8867513459481287,1.0,1.1547005383792517,0.5773502691896257,0.5773502691896258,0.18360918640779747,0.0,9.865765724632494,3
1641729,Brice Sensabaugh,1610612762,UTA,21.0,3,2,1,0.667,18.8,4.7,9.7,0.483,2.0,6.0,0.333,1.3,1.3,1.0,0.0,3.3,3.3,1.3,1.3,0.7,0.0,1.0,2.0,1.3,12.7,-8.7,99.2,118.4,-19.2,0.125,10.5,0.0,0.152,0.083,10.5,0.586,0.618,0.25,105.65,0.113,8.736894948054104,1.1547005383792515,0.5773502691896257,0.5773502691896258,0.0,0.19719617981424828,0.24768326548234945,6.082762530298219,3
1630174,Aaron Nesmith,1610612754,IND,26.0,3,0,3,0.0,31.1,4.3,11.7,0.371,3.3,7.0,0.476,0.7,1.7,0.4,1.3,4.0,5.3,1.0,0.3,0.0,0.3,1.0,3.0,3.0,12.7,-2.3,108.6,112.7,-4.1,0.049,7.3,0.036,0.122,0.076,2.4,0.514,0.511,0.165,101.63,0.059,6.8068592855540455,3.7859388972001824,1.0,0.0,0.5773502691896258,0.08510189970460905,0.17373926825370636,4.0,3
1630540,Miles McBride,1610612752,NYK,25.0,2,2,0,1.0,29.1,3.5,9.0,0.389,3.0,7.5,0.4,2.5,3.0,0.833,1.5,1.5,3.0,2.5,1.0,1.0,0.5,0.0,3.0,2.0,12.5,10.0,117.7,100.8,16.9,0.132,17.9,0.046,0.049,0.048,7.1,0.556,0.606,0.156,102.76,0.081,3.5355339059327378,1.4142135623730951,2.1213203435596424,0.0,0.7071067811865476,0.2107178207935911,0.31466251762801367,4.242640687119285,2
1630591,Jalen Suggs,1610612753,ORL,24.0,3,1,2,0.333,18.7,4.7,6.3,0.737,2.0,3.3,0.6,1.0,1.3,0.75,0.7,3.7,4.3,4.0,3.3,0.7,0.0,0.0,3.3,2.3,12.3,3.3,115.0,107.5,7.5,0.273,27.9,0.032,0.186,0.107,23.3,0.895,0.891,0.201,113.67,0.142,1.5275252316519468,1.5275252316519465,2.0,1.1547005383792517,0.0,0.15137481076233703,0.22073136010393568,2.0,3
1631108,Max Christie,1610612742,DAL,22.0,4,1,3,0.25,28.3,4.0,7.3,0.552,3.3,5.8,0.565,1.0,1.0,1.0,0.0,1.3,1.3,1.3,1.0,0.3,0.3,0.3,1.3,1.5,12.3,2.3,114.8,113.9,0.9,0.064,12.5,0.0,0.04,0.021,10.0,0.776,0.796,0.132,102.03,0.079,3.947573094109004,0.9574271077563381,0.9574271077563381,0.5,0.5,0.14149440507195565,0.1181453906563152,2.217355782608345,4
1631260,AJ Green,1610612749,MIL,26.0,4,3,1,0.75,26.8,4.0,6.3,0.64,3.3,5.5,0.591,1.0,1.3,0.8,0.0,2.5,2.5,0.8,1.3,0.3,0.0,0.0,3.3,1.5,12.3,8.3,120.9,106.8,14.1,0.035,8.6,0.0,0.083,0.044,14.3,0.9,0.901,0.124,104.63,0.077,5.251983752196243,1.2909944487358056,0.9574271077563381,0.5,0.0,0.03868246803570496,0.014500000000000013,2.943920288775949,4
1628978,Donte DiVincenzo,1610612750,MIN,28.0,4,2,2,0.5,29.0,3.8,9.3,0.405,2.5,6.5,0.385,2.3,2.8,0.818,0.3,2.0,2.3,3.3,2.0,1.5,0.5,0.0,2.0,2.3,12.3,-2.8,111.6,118.8,-7.2,0.159,21.3,0.008,0.067,0.037,13.1,0.541,0.586,0.169,102.51,0.077,4.112987559751022,1.707825127659933,0.9574271077563381,0.5773502691896257,1.0,0.09732890971682907,0.03934463114581199,7.393691004272944,4
1641764,Brandin Podziemski,1610612744,GSW,22.0,5,4,1,0.8,29.6,4.4,9.8,0.449,2.2,5.2,0.423,1.2,2.0,0.6,1.0,3.8,4.8,2.6,1.0,1.2,0.2,0.0,1.8,2.2,12.2,4.4,116.2,108.7,7.5,0.129,18.1,0.035,0.141,0.087,6.9,0.561,0.571,0.172,100.22,0.088,6.3796551630946325,1.4832396974191326,2.408318915758459,0.4472135954999579,0.44721359549995804,0.1305668411197881,0.1832274542747347,5.029910535983716,5
